State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Notes
Virgin Islands,25324,11135,,11135,2020,2,2018,8,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
New Mexico,835397,252671,252671,0,2020,2,2018,11,
Mississippi,673247,,,,2020,2,2019,6,
Colorado,1295757,405756,398806,6950,2020,2,2018,7,
Dist. Of Col.,261004,108667,67073,41594,2020,2,2018,11,
Guam,36253,4207,,4207,2020,2,2019,2,
Massachusetts,1418667,320525,0,320525,2020,2,2019,2,
Wyoming,57709,,,,2020,2,2018,8,
Pennsylvania,2849170,769039,730764,38275,2020,2,2018,12,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Missouri,895137,,,,2020,2,2019,1,
Virginia,1078915,0,0,0,2020,2,2018,11,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
South Dakota,104328,,,,2020,2,2019,3,
California,12437994,3696925,3684894,12031,2020,2,2019,6,
Connecticut,928800,250696,229072,21624,2020,2,2018,7,
Indiana,1293678,301500,301500,0,2020,2,2018,12,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Alabama,1033498,,,,2020,2,2019,5,
Delaware,211235,62735,9984,52751,2020,2,2018,9,
Virgin Islands,27917,12846,,12846,2020,2,2019,2,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Totals,74812854,15399528,12111460,3288068,2020,2,2019,5,
Washington,1752554,563224,548937,14287,2020,2,2019,1,
North Dakota,93365,20542,19521,1021,2020,2,2018,8,
Washington,1738596,553306,539068,14238,2020,2,2019,4,
Maine,261086,12210,12210,0,2020,2,2019,3,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maine,248113,0,0,0,2020,2,2018,12,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Vermont,175819,57944,0,57944,2020,2,2018,7,
Idaho,294796,,,,2020,2,2019,3,
Wyoming,56253,,,,2020,2,2019,1,
Arizona,1872908,416061,106046,310015,2020,2,2018,10,
Oklahoma,644559,,,,2020,2,2019,2,
Utah,289310,,,,2020,2,2019,6,
Oklahoma,642886,,,,2020,2,2019,5,
New Hampshire,182244,52903,52622,281,2020,2,2019,5,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Hawaii,311088,110824,20336,90488,2020,2,2019,2,
Massachusetts,1764713,271885,0,271885,2020,2,2018,11,
Minnesota,1077132,197968,196976,992,2020,2,2018,9,
West Virginia,525287,160732,160732,0,2020,2,2018,12,
New York,6156470,1914377,299840,1614537,2020,2,2018,10,
Nebraska,245070,,,,2020,2,2018,9,
Indiana,1307223,309510,309510,0,2020,2,2019,6,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
New Jersey,1570169,518216,518216,0,2020,2,2019,6,
Missouri,858822,,,,2020,2,2019,5,
Kansas,375289,,,,2020,2,2018,8,
Utah,290794,,,,2020,2,2018,12,
Iowa,603783,166288,152389,13899,2020,2,2018,7,
New Mexico,838548,251347,251347,0,2020,2,2018,7,
New Hampshire,183038,53424,53138,286,2020,2,2019,4,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Missouri,890169,,,,2020,2,2019,2,
Louisiana,1641821,487635,487635,0,2020,2,2018,9,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Ohio,2852643,561489,561221,268,2020,2,2019,1,
Nebraska,241856,,,,2020,2,2019,6,
Wyoming,57177,,,,2020,2,2018,11,
Tennessee,1497202,,,,2020,2,2018,8,
Amer. Samoa,27898,,,,2020,2,2018,7,
Alabama,1030917,,,,2020,2,2019,4,
Dist. Of Col.,261096,108901,67213,41688,2020,2,2018,12,
Hawaii,310597,110678,20114,90564,2020,2,2019,4,
Oklahoma,653774,,,,2020,2,2018,7,
Alaska,204493,51172,51157,15,2020,2,2019,6,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Massachusetts,1481856,337206,0,337206,2020,2,2019,1,
Nevada,591035,211278,211278,0,2020,2,2018,12,
Utah,292060,,,,2020,2,2018,10,
Georgia,1984150,,,,2020,2,2018,7,
Rhode Island,308738,68848,68848,0,2020,2,2018,7,
Dist. Of Col.,260790,109859,68512,41347,2020,2,2018,8,
Colorado,1274037,400640,393453,7187,2020,2,2018,11,
Guam,36128,4034,,4034,2020,2,2018,9,
Florida,3659143,,,,2020,2,2019,3,
Kansas,374483,,,,2020,2,2018,10,
Wisconsin,1178036,,,,2020,2,2019,2,
North Carolina,2178793,,,,2020,2,2018,12,
Illinois,2592841,661292,553675,107617,2020,2,2019,5,
Ohio,2882540,581018,580729,289,2020,2,2018,11,
Puerto Rico,1221409,410628,,410628,2020,2,2019,3,
Florida,3800560,,,,2020,2,2019,5,
New York,6135558,1902691,301773,1600918,2020,2,2019,2,
Minnesota,1043848,187912,186981,931,2020,2,2019,3,
Virgin Islands,26666,12155,,11155,2020,2,2018,10,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Florida,3831170,,,,2020,2,2018,11,
Montana,259773,99861,99861,0,2020,2,2019,1,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
South Dakota,104669,,,,2020,2,2018,9,
Colorado,1258689,389813,382675,7138,2020,2,2019,1,
Georgia,1961608,,,,2020,2,2019,1,
Tennessee,1545499,,,,2020,2,2019,3,
Puerto Rico,1243952,430749,,430749,2020,2,2019,5,
Indiana,1328932,303464,303464,0,2020,2,2018,10,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Idaho,301537,,,,2020,2,2018,8,
Montana,257505,98741,98741,0,2020,2,2019,4,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
South Dakota,103998,,,,2020,2,2019,6,
Colorado,1234143,380442,373346,7096,2020,2,2019,6,
Hawaii,314082,112703,20972,91731,2020,2,2018,12,
West Virginia,521854,161259,161259,0,2020,2,2019,3,
Hawaii,301359,107314,19235,88079,2020,2,2019,6,
California,12895963,3773620,3773620,0,2020,2,2018,8,
Iowa,606174,172153,157036,15117,2020,2,2019,4,
Illinois,2784328,710385,603602,106783,2020,2,2018,9,
Nebraska,245360,,,,2020,2,2018,7,
Nevada,599811,214196,214196,0,2020,2,2018,10,
Virginia,1432250,237165,237165,0,2020,2,2019,3,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Montana,252126,96177,96177,0,2020,2,2018,9,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Puerto Rico,1250705,413233,,413233,2020,2,2018,8,
Oregon,946804,454172,375927,78245,2020,2,2018,12,
N. Mariana Islands,17244,,,,2020,2,2018,8,
Georgia,1942580,,,,2020,2,2018,10,
Illinois,2716062,695325,588527,106798,2020,2,2018,11,
Arkansas,841490,254640,253702,938,2020,2,2019,1,
South Carolina,1266461,,,,2020,2,2019,4,
N. Mariana Islands,16109,,,,2020,2,2019,3,
Texas,4120865,,,,2020,2,2019,5,
Alabama,1021951,,,,2020,2,2018,8,
Michigan,2435746,684662,625175,59487,2020,2,2018,8,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Pennsylvania,2883428,784058,744705,39353,2020,2,2018,8,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
N. Mariana Islands,15779,,,,2020,2,2018,12,
Oregon,958178,461989,380236,81753,2020,2,2019,6,
Rhode Island,308970,68866,68866,0,2020,2,2018,10,
Maryland,1215940,310237,310237,0,2020,2,2019,2,
Delaware,177665,62488,9547,52941,2020,2,2019,6,
Arizona,1880317,426279,107451,318828,2020,2,2019,2,
Totals,76065396,15388683,12094997,3293686,2020,2,2018,8,
Virginia,1502380,271023,271023,0,2020,2,2019,5,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Puerto Rico,1253229,410022,,410022,2020,2,2018,11,
Maine,262988,19812,15399,4413,2020,2,2019,4,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Puerto Rico,1273976,421577,,421577,2020,2,2018,7,
Minnesota,1107314,205850,205091,759,2020,2,2018,7,
Nebraska,244729,,,,2020,2,2018,11,
Minnesota,1040633,185011,184151,860,2020,2,2019,6,
New Hampshire,185469,55063,54786,277,2020,2,2019,1,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Rhode Island,308518,68646,68646,0,2020,2,2018,9,
Florida,3886256,,,,2020,2,2018,7,
Florida,3850158,,,,2020,2,2018,8,
Ohio,2763388,526131,525890,241,2020,2,2019,6,
Texas,4219994,,,,2020,2,2019,1,
Texas,4234019,,,,2020,2,2018,11,
Mississippi,674544,,,,2020,2,2019,4,
Iowa,603495,167205,153121,14084,2020,2,2018,8,
Arizona,1870925,413637,105382,308255,2020,2,2018,7,
New Mexico,831563,254692,254692,0,2020,2,2019,3,
Oregon,961729,460745,383282,77463,2020,2,2018,10,
Kentucky,1294481,450936,450936,0,2020,2,2019,3,
Mississippi,674804,,,,2020,2,2018,10,
Nebraska,245052,,,,2020,2,2019,2,
South Carolina,1265677,,,,2020,2,2018,12,
Michigan,2432660,684366,625401,58965,2020,2,2018,9,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Dist. Of Col.,260916,107772,66510,41262,2020,2,2019,4,
Utah,291922,,,,2020,2,2019,4,
Illinois,2668561,683826,576312,107514,2020,2,2019,1,
Wyoming,58084,,,,2020,2,2018,10,
Alabama,1026849,,,,2020,2,2018,12,
Arkansas,904820,266173,265322,851,2020,2,2018,9,
Amer. Samoa,37829,,,,2020,2,2019,5,
Alabama,1030869,,,,2020,2,2019,1,
Minnesota,1057341,192820,192256,564,2020,2,2018,12,
Kentucky,1290594,450702,450702,0,2020,2,2019,5,
Massachusetts,1753049,346163,0,346163,2020,2,2018,10,
Delaware,219077,62623,9772,52851,2020,2,2018,10,
Kansas,372581,,,,2020,2,2018,11,
Wisconsin,1186931,,,,2020,2,2018,7,
California,12618740,3743642,3741168,2474,2020,2,2019,3,
California,12674291,3745157,3745154,3,2020,2,2018,12,
Alaska,206553,49465,49460,5,2020,2,2018,11,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
North Carolina,2154624,,,,2020,2,2019,4,
Connecticut,953795,266839,242907,23932,2020,2,2019,2,
Kansas,364113,,,,2020,2,2019,2,
New Mexico,831546,257784,257784,0,2020,2,2019,5,
West Virginia,520696,161429,161429,0,2020,2,2019,6,
North Carolina,2178750,,,,2020,2,2019,1,
Oklahoma,646589,,,,2020,2,2018,9,
Maine,270006,28462,21514,6948,2020,2,2019,6,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
South Carolina,1268616,,,,2020,2,2019,2,
Pennsylvania,2868594,775938,736553,39385,2020,2,2019,4,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Totals,75485517,15269032,11981910,3287122,2020,2,2018,9,
Arkansas,829466,250832,249912,920,2020,2,2019,4,
New York,6158161,1925093,301455,1623638,2020,2,2018,7,
Maryland,1213505,306497,306497,0,2020,2,2018,7,
Minnesota,1084321,199057,198138,919,2020,2,2018,11,
Rhode Island,307572,68493,68493,0,2020,2,2019,1,
Amer. Samoa,28183,,,,2020,2,2019,3,
North Dakota,89678,19542,18618,924,2020,2,2018,12,
Illinois,2619375,670127,562511,107616,2020,2,2019,3,
Vermont,175625,58129,0,58129,2020,2,2018,8,
Utah,292719,,,,2020,2,2019,5,
Nebraska,245217,,,,2020,2,2019,3,
New Jersey,1604005,531061,531061,0,2020,2,2019,5,
Georgia,1965793,,,,2020,2,2019,5,
North Carolina,2181676,,,,2020,2,2018,10,
Wisconsin,1177714,,,,2020,2,2018,12,
New Mexico,836101,255681,255681,0,2020,2,2019,2,
New Hampshire,185705,55448,55172,276,2020,2,2018,12,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Nebraska,245662,,,,2020,2,2018,10,
Virginia,1073725,0,0,0,2020,2,2018,10,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Colorado,1235211,379544,372306,7238,2020,2,2019,5,
Kentucky,1294292,450634,450634,0,2020,2,2019,1,
Guam,36415,4196,,4196,2020,2,2019,1,
Kentucky,1299471,451805,451805,0,2020,2,2018,10,
Massachusetts,1452226,335973,0,335973,2020,2,2019,5,
South Dakota,104494,,,,2020,2,2019,2,
Nevada,589216,210608,210608,0,2020,2,2019,4,
New Hampshire,187247,55119,54831,288,2020,2,2018,8,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Virgin Islands,25097,10924,,10924,2020,2,2018,7,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Louisiana,1673188,507668,507668,0,2020,2,2019,3,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Oklahoma,641671,,,,2020,2,2019,1,
Pennsylvania,2859228,773138,733961,39177,2020,2,2019,3,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Virgin Islands,26983,12315,,12315,2020,2,2018,11,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Georgia,1957553,,,,2020,2,2019,2,
Idaho,294793,,,,2020,2,2019,2,
Arkansas,872212,269136,268280,856,2020,2,2018,10,
Dist. Of Col.,261139,107983,66488,41495,2020,2,2019,3,
Guam,36285,4165,,4165,2020,2,2018,12,
Maryland,1211894,309758,309758,0,2020,2,2018,12,
Totals,74877560,15439030,12169607,3269423,2020,2,2019,3,
Vermont,166532,54770,0,54770,2020,2,2019,6,
Oregon,963676,464703,384309,80394,2020,2,2019,2,
Indiana,1336106,313191,313191,0,2020,2,2019,4,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Maryland,1214140,309524,309524,0,2020,2,2018,11,
Michigan,2421046,689970,636973,52997,2020,2,2019,1,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Ohio,2808448,546779,546532,247,2020,2,2019,5,
Iowa,604790,172180,157341,14839,2020,2,2019,6,
North Carolina,2178497,,,,2020,2,2018,9,
Alaska,206036,51347,51330,17,2020,2,2019,5,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Connecticut,936487,256183,233395,22788,2020,2,2018,9,
Kansas,375489,,,,2020,2,2018,7,
North Dakota,90257,19716,18751,965,2020,2,2018,11,
Wyoming,54601,,,,2020,2,2019,2,
Indiana,1323990,313049,313049,0,2020,2,2019,5,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
West Virginia,522250,161591,161591,0,2020,2,2019,4,
West Virginia,536985,164961,164961,0,2020,2,2018,8,
Connecticut,952040,267885,243618,24267,2020,2,2019,6,
Texas,4194517,,,,2020,2,2019,3,
Arkansas,914767,275602,274810,792,2020,2,2018,8,
Montana,255804,97544,97544,0,2020,2,2019,5,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Minnesota,1096403,202648,201759,889,2020,2,2018,8,
Idaho,299571,,,,2020,2,2018,7,
Indiana,1298758,296719,296719,0,2020,2,2018,9,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Amer. Samoa,37829,,,,2020,2,2019,6,
Iowa,604261,169743,154768,14975,2020,2,2018,12,
Texas,4254567,,,,2020,2,2018,10,
Illinois,2749591,702914,596398,106516,2020,2,2018,10,
Vermont,172859,57340,0,57340,2020,2,2018,12,
N. Mariana Islands,16305,,,,2020,2,2019,1,
Georgia,1942727,,,,2020,2,2018,11,
California,12806573,3778550,3778548,2,2020,2,2018,11,
Connecticut,947355,263967,240397,23570,2020,2,2019,1,
Vermont,170560,56608,0,56608,2020,2,2019,2,
Rhode Island,300737,66236,66236,0,2020,2,2019,5,
South Carolina,1250545,,,,2020,2,2019,6,
Missouri,870719,,,,2020,2,2019,4,
North Carolina,2184416,,,,2020,2,2018,8,
New Jersey,1661294,551660,551660,0,2020,2,2018,11,
Wisconsin,1177346,,,,2020,2,2018,11,
Mississippi,674568,,,,2020,2,2019,2,
Totals,75376060,15464581,12226412,3250847,2020,2,2019,1,
North Dakota,87694,19140,18275,865,2020,2,2019,3,
N. Mariana Islands,16336,,,,2020,2,2019,6,
Washington,1737288,555549,541176,14373,2020,2,2019,3,
Delaware,0,0,0,0,2020,2,2018,12,
Guam,35499,4171,,4171,2020,2,2019,6,
Guam,35865,4216,,4216,2020,2,2019,4,
Mississippi,672864,,,,2020,2,2018,11,
Michigan,2435356,698135,645972,52163,2020,2,2019,3,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Nevada,600762,213869,213869,0,2020,2,2018,9,
N. Mariana Islands,17402,,,,2020,2,2018,7,
South Carolina,1267524,,,,2020,2,2019,1,
Tennessee,1560057,,,,2020,2,2018,7,
Georgia,1932732,,,,2020,2,2018,9,
Utah,293908,,,,2020,2,2018,9,
New Mexico,825498,256424,256424,0,2020,2,2019,6,
Virginia,1356905,198653,198653,0,2020,2,2019,1,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Maine,253084,0,0,0,2020,2,2018,8,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Oklahoma,639506,,,,2020,2,2019,6,
Wyoming,54910,,,,2020,2,2019,5,
Maryland,1224567,309844,309844,0,2020,2,2019,4,
Arkansas,832662,251077,250141,936,2020,2,2019,2,
Rhode Island,307307,68579,68579,0,2020,2,2018,11,
N. Mariana Islands,17000,,,,2017,7,2015,3,
N. Mariana Islands,17000,,,,2017,7,2015,4,
American Samoa,40517,,,,2017,7,2015,11,
Minnesota,1186498,208492,207683,809,2017,7,2015,12,
Texas,4332544,,,,2017,9,2016,2,
Totals,76273101,14705753,11289756,3415997,2017,9,2016,4,
Massachusetts,1794501,373615,,373615,2017,9,2016,5,
American Samoa,40517,,,,2017,9,2016,9,
Ohio,3068477,631196,584452,46744,2017,7,2015,6,
N. Mariana Islands,15472,,,,2018,8,2016,11,
Kansas,396207,,,,2018,8,2016,12,
Rhode Island,295526,65749,65749,0,2018,8,2016,12,
Wisconsin,1193933,,,,2018,8,2017,3,
Oklahoma,680615,,,,2018,8,2017,3,
Tennessee,1604666,,,,2018,8,2017,5,
N. Mariana Islands,15472,,,,2018,8,2017,7,
N. Mariana Islands,15472,,,,2018,8,2017,9,
Dist. Of Col.,261661,110826,70172,40654,2019,12,2018,3,
Wyoming,58687,,,,2019,12,2018,5,
Mississippi,683577,,,,2019,12,2018,6,
Ohio,2934726,603026,602698,328,2019,12,2018,6,
Connecticut,927265,248443,226951,21492,2019,12,2018,6,
Iowa,602532,165509,151969,13540,2019,12,2018,6,
Nevada,600837,214489,214489,0,2019,12,2018,6,
South Dakota,105484,,,,2019,12,2018,6,
Vermont,175896,57625,0,57625,2019,12,2018,6,
Nevada,598712,214570,214570,0,2019,12,2018,2,
N. Mariana Islands,15472,,,,2018,8,2017,4,
Utah,312205,,,,2016,12,2014,8,
Alaska,138100,12066,12066,0,2017,7,2015,12,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Totals,75799663,13256356,9761547,3494809,2017,7,2015,6,
Texas,4304474,,,,2019,12,2018,2,
Washington,1841923,613437,599345,14092,2018,8,2017,5,
Michigan,2430616,681501,620220,61281,2019,12,2017,11,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Alaska,151673,17840,17840,,2017,9,2016,2,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Wyoming,68891,,,,2016,12,2014,3,
Utah,309206,,,,2018,8,2017,1,
Amer. Samoa,27898,,,,2019,12,2018,6,
New Jersey,1659225,543733,543733,0,2016,12,2014,12,
Alabama,1050432,,,,2017,7,2015,4,
Oklahoma,765374,,,,2016,12,2014,2,
Connecticut,900673,229608,206864,22744,2018,8,2017,3,
Virginia,1069506,,,,2019,12,2018,6,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
New Hampshire,189727,52355,52139,216,2017,9,2016,6,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Montana,134213,,,,2017,7,2015,7,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
New York,6166041,1937397,303464,1633933,2019,12,2018,2,
Louisiana,1639527,461812,461812,0,2019,12,2017,11,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Illinois,2939202,682313,652460,29853,2017,9,2016,4,
N. Mariana Islands,17000,,,,2017,9,2016,3,
Ohio,3068416,686173,647819,38354,2018,8,2017,7,
South Carolina,1192750,,,,2017,7,2015,3,
Idaho,311423,,,,2017,9,2016,9,
